,k=10_Average-based_0,k=10_Average-based_1,k=10_Average-based_2,k=10_Average-based_3,k=10_Average-based_4,k=10_Average-based_5,k=10_Average-based_6,k=10_Average-based_7,k=10_Average-based_8,k=10_Average-based_9,k=10_Onehot-based_0,k=10_Onehot-based_1,k=10_Onehot-based_2,k=10_Onehot-based_3,k=10_Onehot-based_4,k=10_Onehot-based_5,k=10_Onehot-based_6,k=10_Onehot-based_7,k=10_Onehot-based_8,k=10_Onehot-based_9,k=10_wNMF-based_0,k=10_wNMF-based_1,k=10_wNMF-based_2,k=10_wNMF-based_3,k=10_wNMF-based_4,k=10_wNMF-based_5,k=10_wNMF-based_6,k=10_wNMF-based_7,k=10_wNMF-based_8,k=10_wNMF-based_9,k=11_Average-based_0,k=11_Average-based_1,k=11_Average-based_2,k=11_Average-based_3,k=11_Average-based_4,k=11_Average-based_5,k=11_Average-based_6,k=11_Average-based_7,k=11_Average-based_8,k=11_Average-based_9,k=11_Onehot-based_0,k=11_Onehot-based_1,k=11_Onehot-based_2,k=11_Onehot-based_3,k=11_Onehot-based_4,k=11_Onehot-based_5,k=11_Onehot-based_6,k=11_Onehot-based_7,k=11_Onehot-based_8,k=11_Onehot-based_9,k=11_wNMF-based_0,k=11_wNMF-based_1,k=11_wNMF-based_2,k=11_wNMF-based_3,k=11_wNMF-based_4,k=11_wNMF-based_5,k=11_wNMF-based_6,k=11_wNMF-based_7,k=11_wNMF-based_8,k=11_wNMF-based_9,k=12_Average-based_0,k=12_Average-based_1,k=12_Average-based_2,k=12_Average-based_3,k=12_Average-based_4,k=12_Average-based_5,k=12_Average-based_6,k=12_Average-based_7,k=12_Average-based_8,k=12_Average-based_9,k=12_Onehot-based_0,k=12_Onehot-based_1,k=12_Onehot-based_2,k=12_Onehot-based_3,k=12_Onehot-based_4,k=12_Onehot-based_5,k=12_Onehot-based_6,k=12_Onehot-based_7,k=12_Onehot-based_8,k=12_Onehot-based_9,k=12_wNMF-based_0,k=12_wNMF-based_1,k=12_wNMF-based_2,k=12_wNMF-based_3,k=12_wNMF-based_4,k=12_wNMF-based_5,k=12_wNMF-based_6,k=12_wNMF-based_7,k=12_wNMF-based_8,k=12_wNMF-based_9,k=13_Average-based_0,k=13_Average-based_1,k=13_Average-based_2,k=13_Average-based_3,k=13_Average-based_4,k=13_Average-based_5,k=13_Average-based_6,k=13_Average-based_7,k=13_Average-based_8,k=13_Average-based_9,k=13_Onehot-based_0,k=13_Onehot-based_1,k=13_Onehot-based_2,k=13_Onehot-based_3,k=13_Onehot-based_4,k=13_Onehot-based_5,k=13_Onehot-based_6,k=13_Onehot-based_7,k=13_Onehot-based_8,k=13_Onehot-based_9,k=13_wNMF-based_0,k=13_wNMF-based_1,k=13_wNMF-based_2,k=13_wNMF-based_3,k=13_wNMF-based_4,k=13_wNMF-based_5,k=13_wNMF-based_6,k=13_wNMF-based_7,k=13_wNMF-based_8,k=13_wNMF-based_9,k=14_Average-based_0,k=14_Average-based_1,k=14_Average-based_2,k=14_Average-based_3,k=14_Average-based_4,k=14_Average-based_5,k=14_Average-based_6,k=14_Average-based_7,k=14_Average-based_8,k=14_Average-based_9,k=14_Onehot-based_0,k=14_Onehot-based_1,k=14_Onehot-based_2,k=14_Onehot-based_3,k=14_Onehot-based_4,k=14_Onehot-based_5,k=14_Onehot-based_6,k=14_Onehot-based_7,k=14_Onehot-based_8,k=14_Onehot-based_9,k=14_wNMF-based_0,k=14_wNMF-based_1,k=14_wNMF-based_2,k=14_wNMF-based_3,k=14_wNMF-based_4,k=14_wNMF-based_5,k=14_wNMF-based_6,k=14_wNMF-based_7,k=14_wNMF-based_8,k=14_wNMF-based_9,k=15_Average-based_0,k=15_Average-based_1,k=15_Average-based_2,k=15_Average-based_3,k=15_Average-based_4,k=15_Average-based_5,k=15_Average-based_6,k=15_Average-based_7,k=15_Average-based_8,k=15_Average-based_9,k=15_Onehot-based_0,k=15_Onehot-based_1,k=15_Onehot-based_2,k=15_Onehot-based_3,k=15_Onehot-based_4,k=15_Onehot-based_5,k=15_Onehot-based_6,k=15_Onehot-based_7,k=15_Onehot-based_8,k=15_Onehot-based_9,k=15_wNMF-based_0,k=15_wNMF-based_1,k=15_wNMF-based_2,k=15_wNMF-based_3,k=15_wNMF-based_4,k=15_wNMF-based_5,k=15_wNMF-based_6,k=15_wNMF-based_7,k=15_wNMF-based_8,k=15_wNMF-based_9,k=16_Average-based_0,k=16_Average-based_1,k=16_Average-based_2,k=16_Average-based_3,k=16_Average-based_4,k=16_Average-based_5,k=16_Average-based_6,k=16_Average-based_7,k=16_Average-based_8,k=16_Average-based_9,k=16_Onehot-based_0,k=16_Onehot-based_1,k=16_Onehot-based_2,k=16_Onehot-based_3,k=16_Onehot-based_4,k=16_Onehot-based_5,k=16_Onehot-based_6,k=16_Onehot-based_7,k=16_Onehot-based_8,k=16_Onehot-based_9,k=16_wNMF-based_0,k=16_wNMF-based_1,k=16_wNMF-based_2,k=16_wNMF-based_3,k=16_wNMF-based_4,k=16_wNMF-based_5,k=16_wNMF-based_6,k=16_wNMF-based_7,k=16_wNMF-based_8,k=16_wNMF-based_9,k=17_Average-based_0,k=17_Average-based_1,k=17_Average-based_2,k=17_Average-based_3,k=17_Average-based_4,k=17_Average-based_5,k=17_Average-based_6,k=17_Average-based_7,k=17_Average-based_8,k=17_Average-based_9,k=17_Onehot-based_0,k=17_Onehot-based_1,k=17_Onehot-based_2,k=17_Onehot-based_3,k=17_Onehot-based_4,k=17_Onehot-based_5,k=17_Onehot-based_6,k=17_Onehot-based_7,k=17_Onehot-based_8,k=17_Onehot-based_9,k=17_wNMF-based_0,k=17_wNMF-based_1,k=17_wNMF-based_2,k=17_wNMF-based_3,k=17_wNMF-based_4,k=17_wNMF-based_5,k=17_wNMF-based_6,k=17_wNMF-based_7,k=17_wNMF-based_8,k=17_wNMF-based_9,k=18_Average-based_0,k=18_Average-based_1,k=18_Average-based_2,k=18_Average-based_3,k=18_Average-based_4,k=18_Average-based_5,k=18_Average-based_6,k=18_Average-based_7,k=18_Average-based_8,k=18_Average-based_9,k=18_Onehot-based_0,k=18_Onehot-based_1,k=18_Onehot-based_2,k=18_Onehot-based_3,k=18_Onehot-based_4,k=18_Onehot-based_5,k=18_Onehot-based_6,k=18_Onehot-based_7,k=18_Onehot-based_8,k=18_Onehot-based_9,k=18_wNMF-based_0,k=18_wNMF-based_1,k=18_wNMF-based_2,k=18_wNMF-based_3,k=18_wNMF-based_4,k=18_wNMF-based_5,k=18_wNMF-based_6,k=18_wNMF-based_7,k=18_wNMF-based_8,k=18_wNMF-based_9,k=19_Average-based_0,k=19_Average-based_1,k=19_Average-based_2,k=19_Average-based_3,k=19_Average-based_4,k=19_Average-based_5,k=19_Average-based_6,k=19_Average-based_7,k=19_Average-based_8,k=19_Average-based_9,k=19_Onehot-based_0,k=19_Onehot-based_1,k=19_Onehot-based_2,k=19_Onehot-based_3,k=19_Onehot-based_4,k=19_Onehot-based_5,k=19_Onehot-based_6,k=19_Onehot-based_7,k=19_Onehot-based_8,k=19_Onehot-based_9,k=19_wNMF-based_0,k=19_wNMF-based_1,k=19_wNMF-based_2,k=19_wNMF-based_3,k=19_wNMF-based_4,k=19_wNMF-based_5,k=19_wNMF-based_6,k=19_wNMF-based_7,k=19_wNMF-based_8,k=19_wNMF-based_9,k=20_Average-based_0,k=20_Average-based_1,k=20_Average-based_2,k=20_Average-based_3,k=20_Average-based_4,k=20_Average-based_5,k=20_Average-based_6,k=20_Average-based_7,k=20_Average-based_8,k=20_Average-based_9,k=20_Onehot-based_0,k=20_Onehot-based_1,k=20_Onehot-based_2,k=20_Onehot-based_3,k=20_Onehot-based_4,k=20_Onehot-based_5,k=20_Onehot-based_6,k=20_Onehot-based_7,k=20_Onehot-based_8,k=20_Onehot-based_9,k=20_wNMF-based_0,k=20_wNMF-based_1,k=20_wNMF-based_2,k=20_wNMF-based_3,k=20_wNMF-based_4,k=20_wNMF-based_5,k=20_wNMF-based_6,k=20_wNMF-based_7,k=20_wNMF-based_8,k=20_wNMF-based_9
10,7,5,0,9,5,2,6,1,7,4,7,1,0,4,5,1,2,1,7,1,5,4,1,0,1,1,1,7,5,5,0,1,2,1,7,0,0,2,9,1,4,0,0,3,9,0,10,2,7,4,3,1,5,9,2,5,6,0,1,10,11,1,5,5,3,10,11,4,0,2,11,1,6,7,8,8,10,8,3,3,9,2,11,5,10,0,7,0,2,0,10,0,12,5,7,9,1,1,12,10,3,10,11,4,4,5,7,9,0,11,6,1,11,6,11,5,5,12,1,1,12,8,0,7,9,8,3,11,2,6,3,1,5,9,11,8,10,0,3,2,4,1,12,2,7,12,8,7,12,13,3,9,13,0,13,1,14,2,6,11,7,9,4,10,0,11,11,5,3,14,9,13,6,7,10,8,10,11,12,1,9,14,11,13,15,9,2,5,1,12,12,6,13,14,3,7,4,10,0,5,2,8,1,6,13,0,11,4,1,7,9,13,5,13,15,14,2,10,4,16,0,8,3,14,4,6,12,5,16,16,7,5,6,1,14,5,7,5,14,7,2,2,17,17,14,2,1,15,8,2,14,16,14,8,9,16,2,0,8,9,0,1,11,17,8,16,16,3,11,5,17,15,12,18,4,12,16,10,6,11,3,2,16,0,3,18,10,12,1,9,1,12,14,16,11,7,16,2,6,11,19,2,0,3,9,3,6,15,11,3,10,13,14,9,7,1,9,16,2,3,14,18,15,1,7,2,10,17,2,1
11,3,2,3,5,3,7,2,8,2,3,4,1,0,4,5,1,7,8,7,1,4,2,0,4,2,3,1,3,1,5,0,9,2,1,2,5,0,2,3,1,4,0,0,3,9,0,10,2,7,4,5,3,1,0,7,6,7,7,10,2,1,11,0,11,6,0,3,9,4,6,2,1,7,11,3,4,5,2,6,5,11,7,2,2,0,5,3,10,4,6,0,5,0,0,4,2,5,2,3,8,5,0,0,9,5,2,1,3,4,7,0,9,4,2,5,8,1,3,3,7,0,5,8,4,7,2,12,2,12,4,3,6,10,4,1,9,2,3,8,12,0,11,2,5,5,0,3,10,3,3,4,1,3,2,11,7,2,6,2,10,9,8,5,0,3,2,7,3,0,5,6,8,9,4,6,6,0,5,0,3,10,13,2,1,9,4,10,12,2,1,5,3,6,5,1,3,1,6,6,15,4,3,4,14,5,10,2,10,2,3,11,15,3,16,12,1,11,10,1,16,0,8,8,0,15,10,12,5,1,3,6,1,2,2,1,3,1,9,12,5,7,7,3,2,8,2,4,9,8,13,0,13,1,2,5,3,2,1,1,2,0,1,2,17,0,16,15,8,11,5,7,4,2,2,5,3,4,8,5,3,11,5,9,2,5,3,7,1,17,3,2,3,2,6,17,2,4,5,14,16,2,11,3,9,12,18,4,4,3,7,2,3,5,4,2,8,2,14,1,2,4,3,2,15,11,7,6,4,17,16
12,2,1,7,7,1,3,8,9,0,2,2,5,8,6,3,6,2,5,7,1,1,8,6,5,5,6,5,8,3,2,0,1,2,1,2,5,0,2,9,1,4,0,0,3,9,0,10,2,7,4,5,1,1,0,7,6,7,0,1,10,2,9,1,6,0,11,1,0,10,1,2,1,6,11,3,4,5,2,6,5,9,2,10,5,10,0,0,0,10,0,0,5,0,0,4,2,5,2,3,8,5,0,0,9,5,2,1,3,4,7,0,9,4,2,5,8,1,3,3,7,2,7,5,1,4,12,13,1,3,12,3,6,10,4,1,9,2,11,3,12,4,1,12,1,7,12,8,7,12,13,13,14,10,10,14,1,0,0,14,3,2,0,11,1,2,4,10,0,1,1,3,3,11,7,2,8,10,7,6,1,2,14,11,13,15,9,2,5,1,12,12,9,13,14,3,7,4,1,0,1,10,8,1,9,9,0,11,12,0,15,3,3,3,1,0,5,9,2,12,0,1,5,7,8,11,1,4,3,2,0,6,7,8,12,1,3,5,9,13,5,7,7,3,2,8,2,4,9,8,13,0,15,1,2,5,3,2,1,1,2,8,1,2,5,8,8,7,3,0,2,7,4,4,15,5,16,4,8,5,3,11,5,9,2,5,3,7,1,1,3,2,12,16,7,3,7,16,12,8,4,13,3,2,1,5,8,10,7,1,8,10,18,1,9,5,1,9,16,2,15,6,6,7,18,8,10,7,11,8,13
13,3,2,3,5,3,7,2,8,2,3,4,1,0,4,5,1,7,8,7,1,4,2,0,4,2,3,1,3,1,5,0,9,2,1,2,5,0,2,3,1,4,0,0,3,9,0,10,2,7,4,5,3,1,0,7,6,7,7,10,2,1,11,0,11,6,0,3,9,4,6,2,1,7,11,3,4,5,2,6,5,11,7,2,2,0,5,3,10,4,6,0,5,0,0,4,2,5,2,3,8,5,0,0,9,5,2,1,3,4,7,0,9,4,2,5,8,1,3,3,7,0,5,8,4,7,2,12,2,12,4,3,6,10,4,1,9,2,3,8,12,0,11,2,5,5,0,3,10,3,3,4,1,3,2,11,7,2,6,2,10,9,8,5,0,3,2,7,3,0,5,6,8,9,4,6,6,0,5,0,3,10,13,2,1,9,4,10,12,2,1,5,3,6,5,1,3,1,6,6,15,4,3,4,14,5,10,2,10,2,3,3,3,3,1,0,5,9,2,12,0,0,8,8,0,15,10,12,5,1,3,6,7,8,12,1,3,5,9,12,5,7,7,3,2,8,2,4,9,8,13,0,13,1,2,5,3,2,1,1,2,0,1,2,17,0,16,15,8,11,5,7,4,2,2,5,3,4,8,5,3,11,5,9,2,5,3,7,1,17,3,2,3,2,6,17,2,4,5,14,16,2,11,3,9,12,18,4,4,3,7,2,3,5,4,2,8,2,14,1,2,4,3,2,15,11,7,6,4,17,16
14,3,2,3,5,3,7,2,8,2,3,4,1,0,4,5,1,7,8,7,1,4,2,0,4,2,3,1,3,1,5,0,9,2,1,2,5,0,2,3,1,4,0,0,3,9,0,10,2,7,4,5,3,1,0,7,6,7,7,10,2,1,11,0,11,6,0,3,9,4,6,2,1,7,11,3,4,5,2,6,5,11,7,2,2,0,5,3,10,4,6,0,5,0,0,4,2,5,2,3,8,5,0,0,9,5,2,1,3,4,7,0,9,4,2,5,8,1,3,3,7,0,5,8,4,7,2,12,2,12,4,3,6,10,4,1,9,2,3,8,12,0,11,2,5,5,0,3,10,3,3,4,1,3,2,11,7,2,6,2,10,9,8,5,0,3,2,7,3,0,5,6,8,9,4,6,6,0,5,0,3,10,13,2,1,9,4,10,12,2,1,5,3,6,5,1,3,1,6,6,15,4,3,4,14,5,10,2,10,2,3,11,15,3,16,12,1,11,2,1,16,0,8,8,0,15,10,12,5,1,3,6,1,2,2,1,3,5,9,12,5,7,7,3,2,8,2,4,9,8,13,0,13,1,2,5,3,2,1,1,2,8,1,2,5,8,8,7,3,0,2,7,4,2,2,5,3,4,8,5,3,11,5,9,2,5,3,7,1,17,3,18,3,2,6,17,2,4,5,14,16,2,11,3,9,12,18,4,4,3,7,2,3,5,4,2,8,2,14,1,2,4,3,2,15,11,7,6,4,17,16
15,5,6,9,3,6,0,4,0,8,8,9,6,7,9,8,5,9,9,3,3,2,3,3,7,3,2,0,0,9,3,5,7,4,7,3,7,1,6,5,7,3,4,7,9,5,10,2,6,4,5,3,5,5,7,2,5,6,4,5,8,4,5,11,7,9,7,9,6,3,8,9,8,11,3,5,10,1,8,2,6,5,9,4,8,2,9,1,3,7,8,6,11,10,3,2,1,7,9,9,9,3,3,3,6,10,4,7,5,0,4,12,6,7,11,8,10,7,4,4,4,12,11,0,7,8,8,3,11,2,6,2,12,5,0,5,2,5,7,3,7,4,1,12,2,7,12,8,7,12,13,3,9,11,12,13,4,14,13,6,1,14,6,2,11,10,9,3,12,8,10,8,5,4,6,8,13,1,3,14,8,6,7,5,9,5,7,7,4,8,5,1,2,3,7,4,15,15,2,7,13,5,1,5,8,6,8,6,9,11,0,8,14,13,8,2,15,5,9,6,14,7,15,14,10,10,0,2,8,15,8,15,13,10,16,11,15,2,6,15,3,14,6,16,15,15,15,14,12,9,5,14,16,14,8,9,16,14,0,8,9,2,13,3,8,11,2,11,11,13,15,8,1,18,10,17,14,1,17,6,9,16,8,17,15,10,14,5,17,8,8,6,18,12,14,16,17,11,6,15,13,16,6,11,6,7,7,14,6,19,10,17,5,7,2,10,18,13,7,10,1,9,12,16,0,5,4,13,18,4,8
16,7,5,0,1,4,5,5,7,1,0,7,2,3,2,6,3,6,1,5,4,5,4,1,3,5,5,3,7,5,1,7,6,8,9,4,3,3,7,0,4,10,1,2,0,1,7,4,10,8,8,8,9,3,1,6,4,10,3,4,4,7,6,4,8,11,5,0,5,7,3,5,9,9,1,0,0,6,0,4,9,3,4,3,11,11,1,9,8,3,2,1,8,12,5,1,9,1,7,12,4,11,10,11,4,4,5,2,9,8,11,6,12,12,12,10,5,5,12,11,12,3,6,3,9,11,5,0,4,5,2,10,5,4,9,2,7,12,5,13,4,13,3,4,8,8,6,1,9,5,10,3,9,11,12,5,4,1,2,6,1,12,5,2,4,10,14,13,12,3,9,14,11,6,10,12,12,9,13,13,11,9,14,11,8,13,9,2,5,1,3,12,6,0,14,3,7,7,1,0,1,2,8,1,6,13,0,7,4,1,7,9,13,5,13,15,14,16,4,4,7,8,9,3,2,4,15,9,0,12,15,7,6,15,7,5,5,13,5,14,7,15,15,6,7,17,14,6,16,13,16,1,11,7,9,2,13,7,14,4,0,11,6,6,11,1,4,2,15,3,6,9,5,12,18,4,12,14,14,11,13,15,4,8,0,7,8,6,12,12,16,1,13,13,1,12,6,3,10,9,11,7,16,16,19,6,1,17,14,13,9,7,19,9,19,4,11,10,6,2,7,3,8,6,18,18,5,5,11,10,3
17,7,5,0,1,4,5,5,7,1,0,2,8,5,6,7,6,2,1,6,2,5,4,6,5,5,1,3,7,5,1,7,10,9,9,10,9,9,9,10,4,9,6,9,8,7,2,6,5,10,9,6,10,2,5,8,7,2,10,2,3,5,7,8,9,10,1,10,8,2,0,8,6,4,10,1,6,4,4,8,10,7,4,0,10,7,11,9,8,9,10,1,8,7,12,12,4,12,7,11,4,9,5,7,12,9,12,12,12,7,10,11,8,8,0,6,9,10,2,0,6,7,2,12,10,12,0,9,7,6,10,5,11,11,7,8,3,4,12,7,6,11,7,6,4,12,11,13,5,7,8,12,5,0,13,12,14,8,11,12,14,6,7,6,14,7,13,8,4,14,3,10,12,12,0,13,10,14,9,2,10,13,8,10,7,8,10,12,0,12,14,13,7,12,9,0,12,12,7,10,11,1,7,11,10,10,6,13,14,8,11,16,11,12,0,11,3,0,12,7,3,14,11,13,15,7,12,10,6,13,10,16,12,1,11,10,0,15,13,3,14,6,8,12,12,10,10,8,10,15,8,5,12,11,7,11,0,12,13,15,8,5,9,10,13,9,3,9,14,16,10,12,16,7,0,10,13,8,11,9,14,18,6,14,11,8,7,11,16,5,5,16,9,5,12,2,12,15,0,7,14,17,13,10,0,11,10,2,17,6,15,13,10,0,3,16,16,14,11,16,8,10,15,11,11,13,1,11,15,15,18
18,7,5,0,1,4,5,5,7,1,0,7,2,3,2,6,3,6,1,5,4,5,0,1,3,5,5,6,7,5,0,2,6,8,9,4,3,3,7,0,0,10,1,2,0,1,7,4,10,8,8,8,9,3,1,6,4,10,3,4,4,7,6,4,8,11,5,0,5,7,3,5,9,9,1,0,0,6,0,4,9,3,4,3,11,11,1,4,4,3,2,1,8,12,5,1,9,1,7,12,4,11,10,11,4,4,5,2,9,8,11,6,12,12,12,10,5,5,12,11,12,3,6,3,12,11,5,0,4,5,8,10,5,4,9,2,7,12,5,13,4,3,3,4,8,8,6,4,9,10,9,3,2,11,12,5,4,1,2,6,1,12,5,2,4,10,14,13,12,6,12,14,11,5,10,12,12,9,13,13,11,9,14,11,8,15,9,2,5,1,3,12,6,0,14,3,7,7,1,0,1,2,8,1,6,13,0,7,4,1,7,9,13,5,13,15,14,16,4,4,7,8,9,3,2,4,15,9,0,12,15,7,6,15,7,5,5,13,5,14,7,15,15,6,7,17,14,6,16,13,16,1,11,7,9,2,13,7,14,4,0,11,6,6,11,1,4,2,15,3,8,9,5,12,18,4,12,14,14,11,13,15,4,8,0,7,8,6,12,12,16,1,13,13,1,12,6,3,10,9,11,7,16,16,19,6,1,17,14,13,9,7,19,9,19,4,11,10,6,2,7,3,8,6,18,18,5,5,11,10,3
19,8,9,4,4,9,9,9,4,7,4,4,0,0,8,5,4,8,0,2,8,4,2,0,4,2,3,1,3,1,5,0,9,2,1,2,5,0,2,3,1,6,9,10,3,8,9,10,7,5,10,9,0,8,9,0,0,9,8,0,7,8,7,9,3,3,10,7,7,9,11,6,6,5,9,10,4,9,7,0,8,9,7,2,2,0,0,3,10,4,6,9,9,9,11,5,7,0,12,7,2,12,9,10,7,3,7,6,6,11,12,10,7,0,10,12,7,8,11,10,11,13,10,13,2,13,6,1,0,13,1,11,4,1,3,6,5,9,6,0,10,4,10,9,11,11,7,9,0,8,11,14,7,9,7,9,13,12,7,10,8,1,11,14,12,6,8,14,8,4,6,6,8,9,4,4,8,0,5,0,3,8,5,9,11,10,6,6,8,0,15,3,5,8,3,11,9,9,13,8,2,8,5,6,12,7,9,12,11,6,10,15,9,16,12,14,12,1,11,2,10,5,13,15,13,16,7,13,11,7,14,5,8,11,4,8,16,16,11,11,9,11,11,9,14,1,8,10,6,10,17,6,7,4,4,4,6,17,12,11,6,15,8,15,7,7,7,10,0,5,11,18,0,4,15,13,16,6,2,1,15,1,0,3,14,12,12,8,15,15,18,14,15,16,7,3,16,14,12,8,12,8,14,7,10,8,9,0,9,16,11,5,8,18,18,13,5,17,17,17,11,19,18,8,16,10,8,17,0,9,10
20,3,2,3,5,3,7,2,8,2,3,4,1,0,4,5,1,7,8,7,1,4,2,0,4,2,3,1,3,1,5,0,9,2,1,2,5,0,2,3,1,4,0,0,3,9,0,10,2,7,4,5,3,1,0,7,6,7,7,10,2,1,11,0,11,6,0,3,9,4,6,2,1,7,11,3,4,5,2,6,5,11,7,2,2,0,5,3,10,4,6,0,5,0,0,4,2,5,2,3,8,5,0,0,9,5,2,1,3,4,7,0,9,4,2,5,8,1,3,3,7,0,5,8,4,7,2,12,2,12,4,3,6,10,4,1,9,2,3,8,12,0,11,2,5,5,0,3,10,3,3,4,1,3,2,11,7,2,6,2,10,9,8,5,0,3,2,7,3,0,5,6,8,9,4,6,6,0,5,0,3,10,13,2,1,9,4,10,12,2,1,5,3,6,5,1,3,1,6,6,15,4,3,4,14,5,10,2,10,2,3,3,3,3,1,0,5,9,2,12,0,1,5,7,8,11,1,4,3,2,0,6,7,8,12,1,3,5,9,12,5,7,7,3,2,8,2,4,9,8,13,0,13,1,2,5,3,2,1,1,2,0,1,2,17,0,16,15,8,11,5,7,4,2,2,5,3,4,8,5,3,11,5,9,2,5,3,7,1,17,3,2,3,2,6,17,2,4,5,14,16,2,11,3,9,12,18,4,4,3,7,2,3,5,4,2,8,2,14,1,2,4,3,2,15,11,7,6,4,17,16
21,3,2,3,9,3,7,2,8,2,3,4,1,0,4,5,1,7,8,7,1,4,2,0,4,2,3,1,3,1,5,8,1,6,2,7,0,7,10,9,10,4,9,10,3,3,9,1,7,5,2,9,1,8,9,0,0,9,0,1,10,1,1,0,5,3,0,3,9,4,6,2,1,6,11,3,4,5,2,3,5,9,2,2,2,0,0,3,0,4,0,10,0,1,6,7,8,10,1,8,10,12,12,7,0,2,12,10,12,7,1,9,1,11,6,11,1,6,11,1,1,12,8,0,7,9,8,3,11,2,6,3,6,1,13,11,11,10,11,3,12,4,1,12,11,7,12,8,7,12,13,4,1,3,2,11,7,2,8,2,10,9,8,5,0,3,2,7,3,0,5,3,8,9,4,6,6,0,5,0,3,2,1,1,13,0,15,0,2,7,12,15,14,14,14,15,0,4,11,14,9,10,8,13,3,9,4,11,0,0,15,3,3,3,1,0,5,9,2,1,0,1,5,7,8,0,1,4,3,4,0,6,1,2,2,3,3,14,9,12,5,8,9,14,0,14,4,11,5,1,2,12,1,13,10,16,17,13,7,7,9,13,11,7,16,16,0,8,17,17,6,16,7,8,14,0,11,9,12,15,16,14,8,18,18,0,10,9,8,16,13,15,1,17,18,0,9,1,18,5,1,0,12,9,17,9,14,6,13,15,3,17,9,17,9,0,6,11,16,11,18,6,14,15,2,1,19,4,19,11,19
22,3,2,3,5,3,7,2,8,2,3,4,1,0,4,5,1,7,8,7,1,4,2,0,4,2,3,1,3,1,5,0,9,2,1,2,5,0,2,3,1,4,0,0,3,9,0,10,2,7,4,5,3,1,0,7,6,7,7,10,2,1,11,0,11,6,0,3,9,4,6,2,1,7,11,3,4,5,2,6,5,11,7,2,2,0,5,3,10,4,6,0,5,0,0,4,2,5,2,3,8,5,0,0,9,5,2,1,3,4,7,0,9,4,2,5,8,1,3,3,7,0,5,8,4,7,2,12,2,12,4,3,6,10,4,1,9,2,3,8,2,0,11,2,5,5,0,3,10,3,3,4,1,3,2,11,7,2,6,2,10,9,8,5,0,3,2,7,3,0,5,6,8,9,4,4,6,0,5,0,3,10,13,2,1,9,4,10,12,2,1,5,3,6,5,1,3,1,6,6,15,4,3,4,14,5,10,2,10,2,3,3,3,3,1,0,5,9,2,12,0,1,5,7,8,11,1,4,3,2,0,6,7,8,12,1,3,5,9,13,5,7,7,3,2,8,17,4,9,4,13,0,15,1,2,5,3,2,1,1,2,8,14,2,5,8,8,7,3,0,2,7,4,2,2,5,3,4,8,5,3,11,5,9,2,5,3,7,1,17,3,18,3,2,6,17,2,4,5,14,16,2,11,3,9,12,18,4,4,3,7,2,3,5,4,2,8,2,14,1,2,4,3,2,15,11,7,6,4,17,16
23,3,2,3,5,3,7,2,8,2,3,4,1,0,4,5,1,7,8,7,1,4,2,0,4,2,3,1,3,1,5,0,9,2,1,2,5,0,2,3,1,4,0,0,3,9,0,10,2,7,4,5,3,1,0,7,6,7,7,10,2,1,11,0,11,6,0,3,9,4,6,2,1,7,11,3,4,5,2,6,5,11,7,2,2,0,5,3,10,4,6,0,5,0,0,4,2,5,2,3,8,5,0,0,9,5,2,1,3,4,7,0,9,4,2,5,8,1,3,3,7,0,5,8,4,7,2,12,2,12,4,3,6,10,4,1,9,2,3,8,12,0,11,2,5,5,0,3,10,3,3,4,1,3,2,11,7,2,6,2,10,9,8,5,0,3,2,7,3,0,5,6,8,9,4,6,6,0,5,0,3,10,13,2,1,9,4,10,12,2,1,5,3,6,5,1,3,1,6,6,15,4,3,4,14,5,10,2,10,2,3,3,3,3,1,0,5,9,2,12,0,1,5,7,8,8,1,4,3,2,0,6,7,8,12,1,3,5,9,13,5,7,7,3,2,8,2,4,9,8,13,0,13,1,2,5,3,2,1,1,2,0,1,2,17,0,16,15,8,11,2,7,4,2,2,5,3,4,8,5,3,11,5,9,2,5,3,7,1,17,3,2,3,2,6,17,2,4,5,14,16,2,11,3,9,12,18,4,4,3,7,2,3,5,4,2,8,2,14,1,2,4,3,2,15,11,7,6,4,17,16
